tz-arusha,anc1_rate,EMPIRICALLY_ANCHORED,data/dhs/TZIR82FL.DTA,DHS national weighted estimate (anc1_rate); annual_births-weighted logit-intercept shift,0.852,0.9129655250960417,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
tz-morogoro,anc1_rate,EMPIRICALLY_ANCHORED,data/dhs/TZIR82FL.DTA,DHS national weighted estimate (anc1_rate); annual_births-weighted logit-intercept shift,0.835,0.9021641853602449,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
tz-mwanza,anc4_rate,EMPIRICALLY_ANCHORED,data/dhs/TZIR82FL.DTA,DHS national weighted estimate (anc4_rate); annual_births-weighted logit-intercept shift,0.462,0.6380496488532043,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
tz-kigoma,anc4_rate,EMPIRICALLY_ANCHORED,data/dhs/TZIR82FL.DTA,DHS national weighted estimate (anc4_rate); annual_births-weighted logit-intercept shift,0.368,0.5444811594567421,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
tz-dodoma,anc4_rate,EMPIRICALLY_ANCHORED,data/dhs/TZIR82FL.DTA,DHS national weighted estimate (anc4_rate); annual_births-weighted logit-intercept shift,0.584,0.7423881912555805,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
tz-arusha,anc4_rate,EMPIRICALLY_ANCHORED,data/dhs/TZIR82FL.DTA,DHS national weighted estimate (anc4_rate); annual_births-weighted logit-intercept shift,0.53,0.6983276751261419,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
tz-morogoro,anc4_rate,EMPIRICALLY_ANCHORED,data/dhs/TZIR82FL.DTA,DHS national weighted estimate (anc4_rate); annual_births-weighted logit-intercept shift,0.48,0.6545635551235239,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
tz-mwanza,institutional_delivery_rate,EMPIRICALLY_ANCHORED,data/dhs/TZIR82FL.DTA,DHS national weighted estimate (institutional_delivery_rate); annual_births-weighted logit-intercept shift,0.64,0.8198080742695254,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
tz-kigoma,institutional_delivery_rate,EMPIRICALLY_ANCHORED,data/dhs/TZIR82FL.DTA,DHS national weighted estimate (institutional_delivery_rate); annual_births-weighted logit-intercept shift,0.48200000000000004,0.7042569863907328,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
tz-dodoma,institutional_delivery_rate,EMPIRICALLY_ANCHORED,data/dhs/TZIR82FL.DTA,DHS national weighted estimate (institutional_delivery_rate); annual_births-weighted logit-intercept shift,0.72,0.8680865257430818,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
tz-arusha,institutional_delivery_rate,EMPIRICALLY_ANCHORED,data/dhs/TZIR82FL.DTA,DHS national weighted estimate (institutional_delivery_rate); annual_births-weighted logit-intercept shift,0.665,0.8355302766031978,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
tz-morogoro,institutional_delivery_rate,EMPIRICALLY_ANCHORED,data/dhs/TZIR82FL.DTA,DHS national weighted estimate (institutional_delivery_rate); annual_births-weighted logit-intercept shift,0.61,0.8001122055377888,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
tz-mwanza,cesarean_rate,EMPIRICALLY_ANCHORED,data/dhs/TZIR82FL.DTA,DHS national weighted estimate (cesarean_rate); annual_births-weighted logit-intercept shift,0.049,0.10017766273772692,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
tz-kigoma,cesarean_rate,EMPIRICALLY_ANCHORED,data/dhs/TZIR82FL.DTA,DHS national weighted estimate (cesarean_rate); annual_births-weighted logit-intercept shift,0.034,0.07067532601431918,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
tz-dodoma,cesarean_rate,EMPIRICALLY_ANCHORED,data/dhs/TZIR82FL.DTA,DHS national weighted estimate (cesarean_rate); annual_births-weighted logit-intercept shift,0.068,0.1361804028851854,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
tz-arusha,cesarean_rate,EMPIRICALLY_ANCHORED,data/dhs/TZIR82FL.DTA,DHS national weighted estimate (cesarean_rate); annual_births-weighted logit-intercept shift,0.061,0.12308877112582951,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
tz-morogoro,cesarean_rate,EMPIRICALLY_ANCHORED,data/dhs/TZIR82FL.DTA,DHS national weighted estimate (cesarean_rate); annual_births-weighted logit-intercept shift,0.052000000000000005,0.10596186903830483,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
tz-mwanza,tba_prevalence,EMPIRICALLY_ANCHORED,data/dhs/TZIR82FL.DTA,DHS national weighted estimate (tba_rate); annual_births-weighted logit-intercept shift,0.33,0.05752712444985693,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
tz-kigoma,tba_prevalence,EMPIRICALLY_ANCHORED,data/dhs/TZIR82FL.DTA,DHS national weighted estimate (tba_rate); annual_births-weighted logit-intercept shift,0.46,0.09548686173005956,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
tz-dodoma,tba_prevalence,EMPIRICALLY_ANCHORED,data/dhs/TZIR82FL.DTA,DHS national weighted estimate (tba_rate); annual_births-weighted logit-intercept shift,0.22,0.03377317101489243,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
tz-arusha,tba_prevalence,EMPIRICALLY_ANCHORED,data/dhs/TZIR82FL.DTA,DHS national weighted estimate (tba_rate); annual_births-weighted logit-intercept shift,0.28,0.045977850263022084,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
tz-morogoro,tba_prevalence,EMPIRICALLY_ANCHORED,data/dhs/TZIR82FL.DTA,DHS national weighted estimate (tba_rate); annual_births-weighted logit-intercept shift,0.34,0.060009903479433205,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
tz-mwanza,insurance_coverage_rate,EMPIRICALLY_ANCHORED,data/dhs/TZIR82FL.DTA,DHS national weighted estimate (insurance_coverage_rate); population-weighted logit-intercept shift,0.14800000000000002,0.04459139683754202,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
tz-kigoma,insurance_coverage_rate,EMPIRICALLY_ANCHORED,data/dhs/TZIR82FL.DTA,DHS national weighted estimate (insurance_coverage_rate); population-weighted logit-intercept shift,0.092,0.02650189315735911,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
tz-dodoma,insurance_coverage_rate,EMPIRICALLY_ANCHORED,data/dhs/TZIR82FL.DTA,DHS national weighted estimate (insurance_coverage_rate); population-weighted logit-intercept shift,0.26,0.08625902362914625,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
tz-arusha,insurance_coverage_rate,EMPIRICALLY_ANCHORED,data/dhs/TZIR82FL.DTA,DHS national weighted estimate (insurance_coverage_rate); population-weighted logit-intercept shift,0.285,0.09673704681660975,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
tz-morogoro,insurance_coverage_rate,EMPIRICALLY_ANCHORED,data/dhs/TZIR82FL.DTA,DHS national weighted estimate (insurance_coverage_rate); population-weighted logit-intercept shift,0.16,0.04868603184440717,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
tz-mwanza,female_education_rate,EMPIRICALLY_ANCHORED,data/dhs/TZIR82FL.DTA,DHS national weighted estimate (female_secondary_plus_rate); population-weighted logit-intercept shift,0.295,0.29404977867478743,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
tz-kigoma,female_education_rate,EMPIRICALLY_ANCHORED,data/dhs/TZIR82FL.DTA,DHS national weighted estimate (female_secondary_plus_rate); population-weighted logit-intercept shift,0.21,0.2092423102769396,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
tz-dodoma,female_education_rate,EMPIRICALLY_ANCHORED,data/dhs/TZIR82FL.DTA,DHS national weighted estimate (female_secondary_plus_rate); population-weighted logit-intercept shift,0.38,0.378923144028858,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
tz-arusha,female_education_rate,EMPIRICALLY_ANCHORED,data/dhs/TZIR82FL.DTA,DHS national weighted estimate (female_secondary_plus_rate); population-weighted logit-intercept shift,0.35,0.34896030922954846,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
tz-morogoro,female_education_rate,EMPIRICALLY_ANCHORED,data/dhs/TZIR82FL.DTA,DHS national weighted estimate (female_secondary_plus_rate); population-weighted logit-intercept shift,0.31,0.30902264083627473,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
ug-gulu,anc1_rate,EMPIRICALLY_ANCHORED,data/dhs/UGIR7BFL.DTA,DHS national weighted estimate (anc1_rate); annual_births-weighted logit-intercept shift,0.8640000000000001,0.9839162968321581,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
ug-arua,anc1_rate,EMPIRICALLY_ANCHORED,data/dhs/UGIR7BFL.DTA,DHS national weighted estimate (anc1_rate); annual_births-weighted logit-intercept shift,0.792,0.9734505946841242,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
ug-moroto,anc1_rate,EMPIRICALLY_ANCHORED,data/dhs/UGIR7BFL.DTA,DHS national weighted estimate (anc1_rate); annual_births-weighted logit-intercept shift,0.605,0.9365029429698675,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
ug-jinja,anc1_rate,EMPIRICALLY_ANCHORED,data/dhs/UGIR7BFL.DTA,DHS national weighted estimate (anc1_rate); annual_births-weighted logit-intercept shift,0.91,0.989833626752641,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
ug-mbarara,anc1_rate,EMPIRICALLY_ANCHORED,data/dhs/UGIR7BFL.DTA,DHS national weighted estimate (anc1_rate); annual_births-weighted logit-intercept shift,0.925,0.9916501105643132,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
ug-gulu,anc4_rate,EMPIRICALLY_ANCHORED,data/dhs/UGIR7BFL.DTA,DHS national weighted estimate (anc4_rate); annual_births-weighted logit-intercept shift,0.521,0.5863337877333132,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
ug-arua,anc4_rate,EMPIRICALLY_ANCHORED,data/dhs/UGIR7BFL.DTA,DHS national weighted estimate (anc4_rate); annual_births-weighted logit-intercept shift,0.44,0.5059043084951655,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
ug-moroto,anc4_rate,EMPIRICALLY_ANCHORED,data/dhs/UGIR7BFL.DTA,DHS national weighted estimate (anc4_rate); annual_births-weighted logit-intercept shift,0.28,0.33633245465844736,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
ug-jinja,anc4_rate,EMPIRICALLY_ANCHORED,data/dhs/UGIR7BFL.DTA,DHS national weighted estimate (anc4_rate); annual_births-weighted logit-intercept shift,0.645,0.7030601623124016,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
ug-mbarara,anc4_rate,EMPIRICALLY_ANCHORED,data/dhs/UGIR7BFL.DTA,DHS national weighted estimate (anc4_rate); annual_births-weighted logit-intercept shift,0.66,0.7166845015938679,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
ug-gulu,institutional_delivery_rate,EMPIRICALLY_ANCHORED,data/dhs/UGIR7BFL.DTA,DHS national weighted estimate (institutional_delivery_rate); annual_births-weighted logit-intercept shift,0.695,0.7614332109359552,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
ug-arua,institutional_delivery_rate,EMPIRICALLY_ANCHORED,data/dhs/UGIR7BFL.DTA,DHS national weighted estimate (institutional_delivery_rate); annual_births-weighted logit-intercept shift,0.58,0.659198942273201,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
ug-moroto,institutional_delivery_rate,EMPIRICALLY_ANCHORED,data/dhs/UGIR7BFL.DTA,DHS national weighted estimate (institutional_delivery_rate); annual_births-weighted logit-intercept shift,0.415,0.4984049444508137,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
ug-jinja,institutional_delivery_rate,EMPIRICALLY_ANCHORED,data/dhs/UGIR7BFL.DTA,DHS national weighted estimate (institutional_delivery_rate); annual_births-weighted logit-intercept shift,0.76,0.8160231204118574,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
ug-mbarara,institutional_delivery_rate,EMPIRICALLY_ANCHORED,data/dhs/UGIR7BFL.DTA,DHS national weighted estimate (institutional_delivery_rate); annual_births-weighted logit-intercept shift,0.782,0.8340092958789989,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
ug-gulu,cesarean_rate,EMPIRICALLY_ANCHORED,data/dhs/UGIR7BFL.DTA,DHS national weighted estimate (cesarean_rate); annual_births-weighted logit-intercept shift,0.065,0.05962847510661164,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
ug-arua,cesarean_rate,EMPIRICALLY_ANCHORED,data/dhs/UGIR7BFL.DTA,DHS national weighted estimate (cesarean_rate); annual_births-weighted logit-intercept shift,0.048,0.04396727356000915,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
ug-moroto,cesarean_rate,EMPIRICALLY_ANCHORED,data/dhs/UGIR7BFL.DTA,DHS national weighted estimate (cesarean_rate); annual_births-weighted logit-intercept shift,0.022000000000000002,0.020105534277166943,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
ug-jinja,cesarean_rate,EMPIRICALLY_ANCHORED,data/dhs/UGIR7BFL.DTA,DHS national weighted estimate (cesarean_rate); annual_births-weighted logit-intercept shift,0.085,0.07811377805289207,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
ug-mbarara,cesarean_rate,EMPIRICALLY_ANCHORED,data/dhs/UGIR7BFL.DTA,DHS national weighted estimate (cesarean_rate); annual_births-weighted logit-intercept shift,0.091,0.08367214193783475,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
ug-gulu,tba_prevalence,EMPIRICALLY_ANCHORED,data/dhs/UGIR7BFL.DTA,DHS national weighted estimate (tba_rate); annual_births-weighted logit-intercept shift,0.26,0.09836310675883232,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
ug-arua,tba_prevalence,EMPIRICALLY_ANCHORED,data/dhs/UGIR7BFL.DTA,DHS national weighted estimate (tba_rate); annual_births-weighted logit-intercept shift,0.37,0.15423105953232388,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
ug-moroto,tba_prevalence,EMPIRICALLY_ANCHORED,data/dhs/UGIR7BFL.DTA,DHS national weighted estimate (tba_rate); annual_births-weighted logit-intercept shift,0.54,0.2671296138582159,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
ug-jinja,tba_prevalence,EMPIRICALLY_ANCHORED,data/dhs/UGIR7BFL.DTA,DHS national weighted estimate (tba_rate); annual_births-weighted logit-intercept shift,0.18,0.0638090152856176,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
ug-mbarara,tba_prevalence,EMPIRICALLY_ANCHORED,data/dhs/UGIR7BFL.DTA,DHS national weighted estimate (tba_rate); annual_births-weighted logit-intercept shift,0.165,0.05780898726831547,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
ug-gulu,insurance_coverage_rate,EMPIRICALLY_ANCHORED,data/dhs/UGIR7BFL.DTA,DHS national weighted estimate (insurance_coverage_rate); population-weighted logit-intercept shift,0.065,0.009634023527689084,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
ug-arua,insurance_coverage_rate,EMPIRICALLY_ANCHORED,data/dhs/UGIR7BFL.DTA,DHS national weighted estimate (insurance_coverage_rate); population-weighted logit-intercept shift,0.05,0.007310884184178849,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
ug-moroto,insurance_coverage_rate,EMPIRICALLY_ANCHORED,data/dhs/UGIR7BFL.DTA,DHS national weighted estimate (insurance_coverage_rate); population-weighted logit-intercept shift,0.021,0.002992576352789932,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
ug-jinja,insurance_coverage_rate,EMPIRICALLY_ANCHORED,data/dhs/UGIR7BFL.DTA,DHS national weighted estimate (insurance_coverage_rate); population-weighted logit-intercept shift,0.12,0.018724057677201693,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
ug-mbarara,insurance_coverage_rate,EMPIRICALLY_ANCHORED,data/dhs/UGIR7BFL.DTA,DHS national weighted estimate (insurance_coverage_rate); population-weighted logit-intercept shift,0.145,0.023180690496729852,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
ug-gulu,female_education_rate,EMPIRICALLY_ANCHORED,data/dhs/UGIR7BFL.DTA,DHS national weighted estimate (female_secondary_plus_rate); population-weighted logit-intercept shift,0.32,0.2775975946125077,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
ug-arua,female_education_rate,EMPIRICALLY_ANCHORED,data/dhs/UGIR7BFL.DTA,DHS national weighted estimate (female_secondary_plus_rate); population-weighted logit-intercept shift,0.26,0.22294144992303608,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
ug-moroto,female_education_rate,EMPIRICALLY_ANCHORED,data/dhs/UGIR7BFL.DTA,DHS national weighted estimate (female_secondary_plus_rate); population-weighted logit-intercept shift,0.145,0.12163839492483049,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
ug-jinja,female_education_rate,EMPIRICALLY_ANCHORED,data/dhs/UGIR7BFL.DTA,DHS national weighted estimate (female_secondary_plus_rate); population-weighted logit-intercept shift,0.48,0.42979669614231386,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
ug-mbarara,female_education_rate,EMPIRICALLY_ANCHORED,data/dhs/UGIR7BFL.DTA,DHS national weighted estimate (female_secondary_plus_rate); population-weighted logit-intercept shift,0.505,0.4544671724590516,expit(logit(original)+country_shift),DHS file provenance not externally verified in repository.
ke-garissa,territory_name,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Garissa District,Garissa District,identity,Not directly derived from current DHS microdata.
ke-garissa,country,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Kenya,Kenya,identity,Not directly derived from current DHS microdata.
ke-garissa,region,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,North Eastern,North Eastern,identity,Not directly derived from current DHS microdata.
ke-garissa,latitude,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,-0.4532,-0.4532,identity,Not directly derived from current DHS microdata.
ke-garissa,longitude,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,39.6461,39.6461,identity,Not directly derived from current DHS microdata.
ke-garissa,population,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,841353,841353,identity,Not directly derived from current DHS microdata.
ke-garissa,annual_births,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,29400,29400,identity,Not directly derived from current DHS microdata.
ke-garissa,baseline_mmr,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,646.00,646.00,identity,Not directly derived from current DHS microdata.
ke-turkana,territory_name,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Turkana Central,Turkana Central,identity,Not directly derived from current DHS microdata.
ke-turkana,country,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Kenya,Kenya,identity,Not directly derived from current DHS microdata.
ke-turkana,region,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Rift Valley,Rift Valley,identity,Not directly derived from current DHS microdata.
ke-turkana,latitude,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,3.1191,3.1191,identity,Not directly derived from current DHS microdata.
ke-turkana,longitude,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,35.5966,35.5966,identity,Not directly derived from current DHS microdata.
ke-turkana,population,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,926976,926976,identity,Not directly derived from current DHS microdata.
ke-turkana,annual_births,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,34200,34200,identity,Not directly derived from current DHS microdata.
ke-turkana,baseline_mmr,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,720.00,720.00,identity,Not directly derived from current DHS microdata.
ke-kilifi,territory_name,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Kilifi South,Kilifi South,identity,Not directly derived from current DHS microdata.
ke-kilifi,country,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Kenya,Kenya,identity,Not directly derived from current DHS microdata.
ke-kilifi,region,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Coast,Coast,identity,Not directly derived from current DHS microdata.
ke-kilifi,latitude,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,-3.6305,-3.6305,identity,Not directly derived from current DHS microdata.
ke-kilifi,longitude,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,39.8499,39.8499,identity,Not directly derived from current DHS microdata.
ke-kilifi,population,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,1453787,1453787,identity,Not directly derived from current DHS microdata.
ke-kilifi,annual_births,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,48500,48500,identity,Not directly derived from current DHS microdata.
ke-kilifi,baseline_mmr,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,478.00,478.00,identity,Not directly derived from current DHS microdata.
ke-kisumu,territory_name,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Kisumu West,Kisumu West,identity,Not directly derived from current DHS microdata.
ke-kisumu,country,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Kenya,Kenya,identity,Not directly derived from current DHS microdata.
ke-kisumu,region,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Nyanza,Nyanza,identity,Not directly derived from current DHS microdata.
ke-kisumu,latitude,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,-0.0917,-0.0917,identity,Not directly derived from current DHS microdata.
ke-kisumu,longitude,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,34.7680,34.7680,identity,Not directly derived from current DHS microdata.
ke-kisumu,population,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,1155574,1155574,identity,Not directly derived from current DHS microdata.
ke-kisumu,annual_births,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,37200,37200,identity,Not directly derived from current DHS microdata.
ke-kisumu,baseline_mmr,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,495.00,495.00,identity,Not directly derived from current DHS microdata.
ke-kakamega,territory_name,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Kakamega Central,Kakamega Central,identity,Not directly derived from current DHS microdata.
ke-kakamega,country,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Kenya,Kenya,identity,Not directly derived from current DHS microdata.
ke-kakamega,region,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Western,Western,identity,Not directly derived from current DHS microdata.
ke-kakamega,latitude,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,0.2827,0.2827,identity,Not directly derived from current DHS microdata.
ke-kakamega,longitude,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,34.7519,34.7519,identity,Not directly derived from current DHS microdata.
ke-kakamega,population,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,1867579,1867579,identity,Not directly derived from current DHS microdata.
ke-kakamega,annual_births,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,59800,59800,identity,Not directly derived from current DHS microdata.
ke-kakamega,baseline_mmr,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,516.00,516.00,identity,Not directly derived from current DHS microdata.
tz-mwanza,territory_name,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Mwanza Rural (Ilemela/Magu),Mwanza Rural (Ilemela/Magu),identity,Not directly derived from current DHS microdata.
tz-mwanza,country,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Tanzania,Tanzania,identity,Not directly derived from current DHS microdata.
tz-mwanza,region,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Lake Victoria,Lake Victoria,identity,Not directly derived from current DHS microdata.
tz-mwanza,latitude,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,-2.5164,-2.5164,identity,Not directly derived from current DHS microdata.
tz-mwanza,longitude,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,32.9000,32.9000,identity,Not directly derived from current DHS microdata.
tz-mwanza,population,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,1245000,1245000,identity,Not directly derived from current DHS microdata.
tz-mwanza,annual_births,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,43500,43500,identity,Not directly derived from current DHS microdata.
tz-mwanza,baseline_mmr,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,532.00,532.00,identity,Not directly derived from current DHS microdata.
tz-kigoma,territory_name,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Kigoma Rural,Kigoma Rural,identity,Not directly derived from current DHS microdata.
tz-kigoma,country,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Tanzania,Tanzania,identity,Not directly derived from current DHS microdata.
tz-kigoma,region,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Western Tanganyika,Western Tanganyika,identity,Not directly derived from current DHS microdata.
tz-kigoma,latitude,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,-4.8769,-4.8769,identity,Not directly derived from current DHS microdata.
tz-kigoma,longitude,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,29.6267,29.6267,identity,Not directly derived from current DHS microdata.
tz-kigoma,population,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,685000,685000,identity,Not directly derived from current DHS microdata.
tz-kigoma,annual_births,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,26800,26800,identity,Not directly derived from current DHS microdata.
tz-kigoma,baseline_mmr,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,618.00,618.00,identity,Not directly derived from current DHS microdata.
tz-dodoma,territory_name,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Dodoma Urban & Bahi,Dodoma Urban & Bahi,identity,Not directly derived from current DHS microdata.
tz-dodoma,country,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Tanzania,Tanzania,identity,Not directly derived from current DHS microdata.
tz-dodoma,region,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,Central,Central,identity,Not directly derived from current DHS microdata.
tz-dodoma,latitude,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,-6.1630,-6.1630,identity,Not directly derived from current DHS microdata.
tz-dodoma,longitude,MODEL_INPUT,pre_hybrid_phase_2_1/territorial_demographics.csv,retained structured model input,35.7516,35.7516,identity,Not directly derived from current DHS microdata.
