territory_id,territory_name,country,scenario,cumulative_births,cumulative_maternal_deaths,horizon_mmr,deaths_avoided,mortality_reduction_percent,anc_coverage_final,facility_delivery_rate_final,delay_2_hours,facility_delay_index,complications,referrals,unreferred_complications,deaths_home,deaths_transit,deaths_facility,quality_factor,congestion,total_cost_usd,incremental_cost_usd,cost_per_death_avoided_usd
tz-arusha,Arusha Rural (Monduli),Tanzania,scenario_a,81339.66817473719,183.0151925892576,225.00115465936852,196.24792491254203,51.74924044943368,91.62147586856217,97.07850739121982,0.7724000000000001,1.491,286.6665329624767,7.269449284795623,1.1054922875495645,0.23063673782652525,0.27147019914572906,3.652444681445182,0.6793333333333333,0.6737974352446446,2697000.0,2697000.0,13742.820471614765
tz-arusha,Arusha Rural (Monduli),Tanzania,scenario_b,81421.42748382804,175.17928539871227,215.151331550293,204.08383210308736,53.861502705025735,98.0,98.0,3.3674999999999997,1.491,286.6528591940204,3.3971946975231324,2.3358624863572723,0.4871202643163849,0.18824807987404288,3.3182792013896694,0.6793333333333333,0.6787150124497989,5208000.0,5208000.0,25518.924974759007
tz-arusha,Arusha Rural (Monduli),Tanzania,scenario_c,81360.01102794734,329.93763054306714,405.5280061721388,49.32548695873248,13.03584932061717,93.12164129624865,85.30348553479273,3.3674999999999997,1.491,286.65245279191663,25.399449078300528,16.728470111134968,3.4884891179515196,1.407429460380171,2.7279159501281307,0.6793333333333333,0.599023724054262,1767000.0,1767000.0,35823.26519104286
tz-arusha,Arusha Rural (Monduli),Tanzania,scenario_d,81421.42748382804,87.4321856532168,107.38228050666714,291.83093184858285,76.972222188981,98.0,98.0,0.7724000000000001,0.55,286.6528591940204,5.035630777461353,0.6974264064190514,0.14544115392934676,0.16306311926280329,1.6954844663174455,0.8543333333333334,0.586682562322256,9672000.0,9672000.0,33142.47718270776
tz-dodoma,Dodoma Urban & Bahi,Tanzania,baseline,102832.63973195084,461.86336386386586,449.14082247405497,0.0,0.0,93.31991440161079,86.50402316288127,2.459375,1.2999999999999998,360.25089589666806,32.660471974081,15.958905491646007,4.088639102521638,1.8642023241692258,4.725514368695064,0.724,0.5496530715091131,0.0,0.0,
tz-dodoma,Dodoma Urban & Bahi,Tanzania,scenario_a,102841.40326975606,252.82569757641423,245.84038095361737,209.03766628745163,45.26429826631522,93.89645006924839,98.0,0.5617000000000001,1.2999999999999998,360.26956772792795,6.696570635070807,0.5088207194877432,0.13036626040099022,0.28042194232855844,5.353753708138364,0.724,0.6147427779240966,3327750.0,3327750.0,15919.379789783667
tz-dodoma,Dodoma Urban & Bahi,Tanzania,scenario_b,102907.31043063248,249.47823736168937,242.43004342228636,212.3851265021765,46.02360077472349,98.0,98.0,2.459375,1.2999999999999998,360.2565075992466,4.840106222347152,2.3650239296377906,0.6059478074821798,0.2762800244063722,4.818195444952396,0.724,0.6142310061283803,6426000.0,6426000.0,30256.356016221067
tz-dodoma,Dodoma Urban & Bahi,Tanzania,scenario_c,102866.97461618125,395.0721447286643,384.0612074018539,66.79121913520157,14.48980182066627,95.4378577436986,88.53329536090469,2.459375,1.2999999999999998,360.25544692846324,28.0641107351113,13.245317310428348,3.3935459613239614,1.6019079905758422,4.11094107589192,0.724,0.5611401277598804,2180250.0,2180250.0,32642.76394755794
tz-dodoma,Dodoma Urban & Bahi,Tanzania,scenario_d,102907.31043063248,131.04932812742823,127.34695677015642,330.81403573643763,71.64654148588046,98.0,98.0,0.5617000000000001,0.55,360.2565075992466,6.751122892558118,0.45400725942682474,0.11632216485556261,0.2538296872245783,2.61794263632878,0.8543333333333334,0.5867922221039923,11934000.0,11934000.0,36074.648324498296
tz-kigoma,Kigoma Rural,Tanzania,baseline,100432.89729569679,631.96183873474,629.2378849473034,0.0,0.0,83.89456213934817,70.18284845556826,4.965,3.028,362.2233864573695,49.93867134507334,58.066024724293165,8.561224195169132,2.863256543471882,3.1618883478307294,0.42433333333333334,0.9497388181256615,0.0,0.0,
tz-kigoma,Kigoma Rural,Tanzania,scenario_a,100441.50587964227,348.10809920856013,346.57793723811096,283.8537395261799,44.920999588711084,84.40926871752274,81.76954347375136,1.1336000000000002,3.1503394669693976,362.2419367026603,49.90023486101084,16.1381239294088,2.3795615023507803,1.7416129197749883,3.758876072322699,0.40394342217176704,1.1019495558078314,2979750.0,2979750.0,10497.483686401029
tz-kigoma,Kigoma Rural,Tanzania,scenario_b,100594.3306434781,361.65993388465006,359.52317747053655,270.30190485008995,42.8637108363802,93.4772374300149,88.34125284470778,4.965,3.2334910857814085,362.23440117215546,19.527017736625897,22.70497520552257,3.347917691639102,1.1440420288480344,3.704233004941177,0.39008481903643194,1.171242571484507,5753999.999999999,5753999.999999999,21287.30836429429
tz-kigoma,Kigoma Rural,Tanzania,scenario_c,100473.88600566352,573.3188860487448,570.6148222598138,58.64295268599517,9.316518297749848,86.19256514541757,72.25660268404366,4.965,3.028,362.22536773851374,48.62509563507008,51.86852731580973,7.647527701067733,2.7879636869892455,2.767022926788428,0.42433333333333334,0.9762449360169382,1952250.0,1952250.0,33290.4451529472
tz-kigoma,Kigoma Rural,Tanzania,scenario_d,100635.07942086091,81.69348877723932,81.17794435834158,550.2683499575007,87.09900559068531,96.14499454752502,98.0,1.1336000000000002,0.55,362.2408974655223,5.630038588633525,1.614779360676935,0.23808593238336873,0.14104024680216665,1.5148395635136924,0.8543333333333334,0.586523837345466,10686000.0,10686000.0,19419.615903450234
tz-morogoro,Morogoro Rural (Kilosa),Tanzania,baseline,97837.16709302067,504.7464738659565,515.904628949506,0.0,0.0,89.90266581916774,79.72857783409012,4.0075,2.2920000000000003,346.6724688396476,38.007300299801905,32.26813939166542,5.776138810735146,2.177274913523758,3.665338290090861,0.5466666666666666,0.7637141931202406,0.0,0.0,
tz-morogoro,Morogoro Rural (Kilosa),Tanzania,scenario_a,97846.23728664793,258.69933209658114,264.3937460146801,246.04714176937534,48.75142978401972,90.50540701514078,92.93669212770355,0.9229,2.2920000000000003,346.69233093236636,20.14949881244261,4.3384478909512865,0.7767556871101942,0.7385074659039043,4.272717661160496,0.5466666666666666,0.8802883937007072,3088500.0,3088500.0,12552.47257818142
tz-morogoro,Morogoro Rural (Kilosa),Tanzania,scenario_b,97962.31123907394,217.48600333292606,222.0098735749081,287.26047053303046,56.96687699294956,98.0,98.0,4.0075,2.2920000000000003,346.67528569592906,3.7498710069442964,3.1836347069742805,0.5699010680901306,0.21482020072594352,4.0547929362763435,0.5466666666666666,0.9209657285224682,5963999.999999999,5963999.999999999,20761.645307248193
tz-morogoro,Morogoro Rural (Kilosa),Tanzania,scenario_c,97872.74910209548,445.75703305735476,455.44550157916325,58.98944080860173,11.719051153592218,92.11370903710394,81.79741562878172,4.0075,2.2920000000000003,346.67548137045077,34.980593565224254,28.123303425559136,5.034279438851068,2.0039215215706405,3.1963941420752167,0.5466666666666666,0.7818773045449012,2023500.0,2023500.0,34302.74931009241
tz-morogoro,Morogoro Rural (Kilosa),Tanzania,scenario_d,97962.31123907394,92.76514900562641,94.69473293584916,411.98132486033006,81.64491504395527,98.0,98.0,0.9229,0.55,346.67528569592906,5.798721945407236,1.1347837685113413,0.20313715022305212,0.16751054566734105,1.7601421172986476,0.8543333333333334,0.5866084691786122,11076000.0,11076000.0,26884.71377617659
tz-mwanza,Mwanza Rural (Ilemela/Magu),Tanzania,baseline,164111.19081334243,886.0551989660611,539.9115042519231,0.0,0.0,88.9358827553551,81.69146967265,3.4500000000000006,2.193,583.1034738320335,62.484378318227,44.27329802814221,9.301928974170314,3.8673477611861435,7.277024836165852,0.563,0.7296737999673526,0.0,0.0,
tz-mwanza,Mwanza Rural (Ilemela/Magu),Tanzania,scenario_a,164126.25368260805,458.95827175072463,279.637328856766,427.09692721533645,48.2068215523174,89.52539341701147,95.21859281038208,0.8025000000000001,2.193,583.1364858236121,23.889176511642514,3.9929533468129854,0.8391658988577542,0.9855127288875232,8.482339060369966,0.563,0.8392921348817413,5415750.0,5415750.0,12680.376876767958
tz-mwanza,Mwanza Rural (Ilemela/Magu),Tanzania,scenario_b,164347.27707394335,414.1099719135431,251.97251776019766,471.94522705251796,53.33077443694789,98.0,98.0,3.4500000000000006,2.193,583.1076521403322,6.82576099134606,4.8363920514606225,1.016171947274543,0.42248122042050895,7.856791481068596,0.563,0.859684485950772,10458000.0,10458000.0,22159.351129185667
tz-mwanza,Mwanza Rural (Ilemela/Magu),Tanzania,scenario_c,164170.7607516356,774.2656885533773,471.62216037039565,111.78951041268374,12.648247600529663,91.11714748212906,83.80111765396293,3.4500000000000006,2.193,583.1092938364069,56.507045136527005,37.950143320840105,7.973588715731215,3.4974670950384734,6.345239477659342,0.563,0.7467788296333939,3548250.0,3548250.0,31740.455673356384
tz-mwanza,Mwanza Rural (Ilemela/Magu),Tanzania,scenario_d,164347.27707394335,179.54661690042414,109.24830645027497,706.5085820656369,79.76551609107784,98.0,98.0,0.8025000000000001,0.55,583.1076521403322,10.142914647459385,1.5192383953472977,0.3192064295341968,0.33351659666184363,3.4749059606538,0.8543333333333334,0.5866684514722265,19422000.0,19422000.0,27490.11192930652
ug-arua,Arua District,Uganda,baseline,88460.9642079823,456.7583526168613,516.3388808909746,0.0,0.0,97.01293929707276,65.69176125796649,3.7218750000000003,2.499,313.16587403840686,57.97285297010063,49.46884275357195,6.181613165253581,2.291203368450067,1.97857554848446,0.5123333333333333,0.6925630589024788,0.0,0.0,
ug-arua,Arua District,Uganda,scenario_a,88468.58638257963,245.98263586294175,278.0451750400956,210.77571675391957,46.150641501118116,97.62156404358494,76.54561605087949,0.8627000000000001,2.499,313.18225612305935,59.93558180184159,13.519387009778711,1.6894659520777888,1.5457773029714412,2.3055660537567726,0.5123333333333333,0.8032413424190948,2523000.0,2523000.0,11970.069602209442
ug-arua,Arua District,Uganda,scenario_b,88474.09400865433,289.6835641684784,327.42190515128897,167.0747884483829,36.58778812350867,98.0,82.63189431055609,3.7218750000000003,2.499,313.1717943828876,29.34856784499071,25.043440392957137,3.1295747235055926,1.159971023197802,2.239927857076908,0.5123333333333333,0.8494980797075822,4872000.0,4872000.0,29160.593559603312
ug-arua,Arua District,Uganda,scenario_c,88474.09400865433,408.4555696426698,461.6668576484272,48.30278297419153,10.588399453515377,98.0,68.08259396459513,3.7218750000000003,2.499,313.1717943828876,57.401911982253814,42.55440121929565,5.317625586329739,2.268655342290594,1.7430245258976702,0.5123333333333333,0.7164479060280311,1653000.0,1653000.0,34221.63068498989
ug-arua,Arua District,Uganda,scenario_d,88474.09400865433,58.60424311822906,66.23887339552358,398.15410949863224,87.17143414007012,98.0,98.0,0.8627000000000001,0.55,313.1717943828876,5.327960420656625,0.9354754670011225,0.11689852570557044,0.10581811576411931,1.1099614221583243,0.8543333333333334,0.5866722395347989,9048000.0,9048000.0,22724.869049809673
ug-gulu,Gulu District,Uganda,baseline,70253.17467396313,310.7716123682377,442.3595286768076,0.0,0.0,98.0,75.87532341937695,2.596875,1.3379999999999999,247.05712203033215,38.29932774256443,21.302403916648416,3.6603489520576074,1.5207625789787684,1.9586976194210193,0.7046666666666667,0.5139280406237504,0.0,0.0,
ug-gulu,Gulu District,Uganda,scenario_a,70253.17467396313,153.72325137999906,218.81324522829166,157.04836098823864,50.53497640645176,98.0,88.45479849943338,0.5918000000000001,1.3379999999999999,247.05712203033215,25.81068219245586,2.7125603674467413,0.4661476329902287,0.742038146591079,2.283387248580683,0.7046666666666667,0.5914518563902859,2001000.0,2001000.0,12741.298205269744
ug-gulu,Gulu District,Uganda,scenario_b,70253.17467396313,140.48553580304227,199.97037351695408,170.28607656519543,54.79460471551083,98.0,95.62711161156486,2.596875,1.3379999999999999,247.05712203033215,6.942214748895348,3.8613174531710603,0.663686097086234,0.27574119130632263,2.221678533928648,0.7046666666666667,0.6308650668188325,3864000.0,3864000.0,22691.226892649887
ug-gulu,Gulu District,Uganda,scenario_c,70253.17467396313,272.16740108977353,387.40939801350044,38.60421127846416,12.422051996409982,98.0,78.181744000705,2.596875,1.3379999999999999,247.05712203033218,35.83117558829795,18.07237976077058,3.1053827020078533,1.4227783050966902,1.715493322336983,0.7046666666666667,0.5280690785929074,1311000.0,1311000.0,33960.02551491986
ug-gulu,Gulu District,Uganda,scenario_d,70253.17467396313,61.00468672165445,86.83548751322648,249.76692564658325,80.36992946145637,98.0,98.0,0.5918000000000001,0.55,247.05712203033218,4.580636688139988,0.36050575246666217,0.06194658291474641,0.1164636552368176,1.204068365956492,0.8543333333333334,0.5868073902111405,7176000.0,7176000.0,28730.78563714213
ug-jinja,Jinja District,Uganda,baseline,75649.88043841266,295.1802875311901,390.19266893818747,0.0,0.0,98.0,81.31482074111483,1.88625,1.01,261.8975609989577,34.86630878209431,14.069719965209067,3.081296779196156,1.3833783415116305,2.322914901586913,0.8356666666666667,0.4209615162869859,0.0,0.0,
ug-jinja,Jinja District,Uganda,scenario_a,75649.88043841266,144.16873484797927,190.57364534151316,151.01155268321085,51.159091261219224,98.0,94.8023192064674,0.41014999999999996,1.01,261.8975609989577,12.795843273166751,0.8167559536063891,0.17891598347250567,0.40067131835485575,2.7081565610261267,0.8356666666666667,0.48266756166022273,2262000.0,2262000.0,14978.986440495584
ug-jinja,Jinja District,Uganda,scenario_b,75649.88043841266,130.98656899448355,173.14841508721358,164.19371853670657,55.62489281041747,98.0,98.0,1.88625,1.01,261.8975609989577,3.7319747698448924,1.5059764501342552,0.32982410064797724,0.14807775752908658,2.519581841945754,0.8356666666666667,0.4961822225098116,4368000.0,4368000.0,26602.722923432088
ug-jinja,Jinja District,Uganda,scenario_c,75649.88043841266,255.3422394076501,337.53158356347546,39.838048123540005,13.496174984019069,98.0,83.48342893475873,1.88625,1.01,261.8975609989577,31.44066026119979,11.815836519326652,2.5877468154455228,1.2474866035999468,2.027124644572294,0.8356666666666667,0.43091870620077577,1482000.0,1482000.0,37200.61774623685
ug-jinja,Jinja District,Uganda,scenario_d,75649.88043841266,73.97142745235541,97.78128798574417,221.2088600788347,74.9402549638281,98.0,98.0,0.41014999999999996,0.55,261.8975609989577,4.923674146780399,0.314277073198749,0.06882986318465681,0.14460851856445917,1.4757425518188423,0.9076666666666666,0.49652946023415834,8112000.0,8112000.0,36671.2255427248
ug-mbarara,Mbarara District,Uganda,baseline,69169.811962192,261.028945627436,377.3740859236592,0.0,0.0,98.0,83.10753636333851,1.9975,0.9139999999999999,238.82444581977393,28.430618918300443,11.91271374726318,2.701373296599475,1.1674192731851654,2.134585339367641,0.864,0.41303564007967947,0.0,0.0,
ug-mbarara,Mbarara District,Uganda,scenario_a,69169.811962192,123.37659775882517,178.3676928690545,137.6523478686108,52.73451476338591,98.0,96.91093498920903,0.4413,0.9139999999999999,238.82444581977393,6.934795849452062,0.4426465435820468,0.10041923694616023,0.22131188579486874,2.4890682180410777,0.864,0.4735878117396829,2131500.0,2131500.0,15484.661416996078
ug-mbarara,Mbarara District,Uganda,scenario_b,69169.811962192,118.93948410889669,171.9528805050224,142.08946151853928,54.43436978875981,98.0,98.0,1.9975,0.9139999999999999,238.82444581977393,3.3660713475325106,1.4104175688629828,0.31984539537401985,0.1382236507146913,2.2653637121383703,0.864,0.4777916797521265,4116000.0,4116000.0,28967.665553880364
ug-mbarara,Mbarara District,Uganda,scenario_c,69169.811962192,224.30356470597684,324.279564080036,36.725380921459134,14.069466829888253,98.0,85.27580138952824,1.9975,0.9139999999999999,238.82444581977393,25.238672168499292,9.926313564362736,2.2509874973857427,1.0363781392643725,1.8617242258884978,0.864,0.422603803450432,1396500.0,1396500.0,38025.47352705622
ug-mbarara,Mbarara District,Uganda,scenario_d,69169.811962192,68.18250854416151,98.57263827958626,192.84643708327445,73.87933036304804,98.0,98.0,0.4413,0.55,238.82444581977393,4.4898995814117635,0.28658933498372985,0.06499088013469959,0.13604524075629618,1.3577660710572925,0.921,0.47813662990182726,7644000.0,7644000.0,39637.75590367369
ug-moroto,Moroto District (Karamoja),Uganda,baseline,22008.482749803687,152.78256333068916,694.1985282109098,0.0,0.0,93.32802972673939,49.6686492427196,5.954999999999999,3.367,79.06194282426304,13.956380199664947,25.836563558735364,2.5597880141739617,0.6080172392607023,0.34628606866480344,0.369,0.7649695728508731,0.0,0.0,
ug-moroto,Moroto District (Karamoja),Uganda,scenario_a,22010.149818775528,90.81952113910673,412.6256381118955,61.96304219158243,40.56085956054742,93.83971958536458,57.835623689637686,1.3142000000000003,3.367,79.06553764623587,22.093588606978297,11.243902217991785,1.1140259178580985,0.5522746169566437,0.40323809545767864,0.369,0.9075775544560483,587250.0,587250.0,9477.423625913849
ug-moroto,Moroto District (Karamoja),Uganda,scenario_b,22024.4428227922,120.71821788683792,548.1102012801501,32.06434544385124,21.04417122681877,98.0,62.37012775324909,5.954999999999999,3.367,79.06298854858265,10.43452524850257,19.31677633679238,1.9138514024929194,0.4545902393696757,0.3913574965124559,0.369,0.9402248930068997,1134000.0,1134000.0,35366.38544472329
ug-moroto,Moroto District (Karamoja),Uganda,scenario_c,22022.227265057503,139.32119321948983,632.6389767149016,13.46137011119933,8.867715645358636,97.32462786443661,52.09514209337448,5.954999999999999,3.367,79.06214382049492,15.559741003403753,22.314866651736253,2.2108769184722314,0.6778701066263253,0.3087225944180336,0.369,0.804990626050997,384750.0,384750.0,28581.78601596454
ug-moroto,Moroto District (Karamoja),Uganda,scenario_d,22024.4428227922,39.86020465670927,180.98167103441804,112.92235867397989,73.9294072690064,98.0,76.68402095486789,1.3142000000000003,0.55,79.06298854858264,13.324733926089058,5.109575916353672,0.5062667466945805,0.23397421220882642,0.17384666317125566,0.8543333333333334,0.47349269796053706,2106000.0,2106000.0,18649.982383739163
